Name,Description,Price,Rating,Images,Brand,Model Name,Screen Size,Color,CPU Model,Ram Memory Installed Size
Nokia G10 | Android 11 | Unlocked Smartphone | 3-Day Battery | Dual SIM | US Version | 3/32GB | 6.52-Inch Screen | 13MP Triple Camera | Dusk,"To make the most of family life, you need plenty of energy. Luckily for you, Nokia G10 has a battery that goes days between charges – for more time to captivate your kids on the bigger screen. And with a triple rear camera, complete with enhanced imagery, you’re always ready to catch those special moments. Plus, when you reach the end of the day, there’s still plenty of power for you to unwind – why not call a friend, or catch up on your favorite show? Compatibility: This device is designed to work with GSM carriers. This product will not support Verizon or Verizon subsidiaries. Please confirm compatibility with your chosen carrier before purchasing. For support with SIM card or network related issues, please contact your carrier for assistance in connecting your device to the chosen compatible network. Supported Network bands: 2G: 850 / 900 / 1800 / 1900 3G: 850 / 900 / 1700(AWS) / 1900 / 2100 4G/LTE: 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28, 66 Charging: This product is designed to be charged using the charging adapter and charging cable that are provided in the product box. Charging this device with any other charging adapter or cable may cause device malfunction. Please observe basic safety steps when charging this device and do not charge this product with malfunctioning or damaged equipment. Current Software Version: Android 10 Bluetooth Version/Range: 4.2 – 30’ Range FAQ How can I install available updates? In many cases updating your product to the latest software version will alleviate any issues experienced. To update your device please navigate to Settings > System > System update > Check for update to check if updates are available. Follow the on screen prompts to install the latest software version if available.= How can I close an app that has stopped working? Open Settings on your phone and select Apps. Then find the app you're having issues with and select Force Stop. I want to conserve battery life. How can I activate the Power Saver mode? On your phone, open Settings, then choose and activate Battery Power Saving. Please also be aware that battery life depends on a variety of factors such as device usage frequency, application requirements, your current operating system, and cellular signal strength. How can I back up my files? Navigate to Settings > System > Backup, and switch backup on. How can I reset my smartphone's network settings? Navigate to Settings > Network & Internet > more_vert > Reset. Performing this reset may help if you're having connection issues. How do I connect my phone to my carrier network? If your Nokia phone and network are compatible, place your SIM card in the SIM card tray using the included SIM card removal tool to open the SIM tray. Once your SIM card has been inserted into the device, power on your phone and proceed through the product setup steps. If you are not able to connect to your network after finalizing the product setup, please contact your carrier support for additional assistance as every carrier has different steps to assist you in ensuring your product connects to their compatible network. How can I ensure other people hear me on my microphone? If you are experiencing microphone issues with your device and your product has a Google Assistant button, please ensure that the Google Assistant button is not stuck or dirty as this will cause the microphone to not function as intended. If the Google Assistant button is not obstructed, please ensure that there is no dirt or debris in the headphone port of your product. If the headphone port is also clear, please disable the microphone permission of the Google Assistant, by going to Settings > Apps & Notifications > Google App > Permission > Microphone > Deny. How can I turn up the volume to my speaker? First, please ensure that there is no dirt or debris in the headphone port of your product. If your headphone port is clear, please make sure that “Do Not Disturb” is not enabled. To disable this setting, navigate to Settings > Do not disturb. Make sure this is toggled off. If Do Not Disturb is off, navigate to Settings > Sounds and vibration > Volume > move the Media slider to the right to increase volume and test your speaker. If you are still not able to hear any audio, check the settings of the application that you are using from the Settings menu as many applications will have their own volume settings. Why is my phone feeling warm, closing apps or occasionally slowing down? During extended operation, the device may feel warm. In most cases, this is normal. To avoid getting too warm, the device may automatically slow down, dim display during a video call, close apps, switch off charging, and if necessary, switch itself off. If the device is not working properly, take it to the nearest authorized service facility. How do I reboot my smartphone when it’s not responding? If your phone is unresponsive, you can perform a “soft reset” by pressing the volume up key and the power button simultaneously for about 15 seconds (or until phone vibrates). Your phone should then restart momentarily. This is a safe and quick way to reboot your device without losing or erasing any data. My phone won’t charge. What should I do? First ensure the issue isn't with the power source or socket you're using - you can quickly check this by plugging your phone into a different outlet, then checking if it charges. If the socket is not the issue, try taking a closer look at the power cable or charging port on your phone, ensuring everything appears as it should. Then, try turning your phone off completely and plugging it into the socket - bear in mind if the battery is completely drained, it might take up to 2 or 3 minutes to start charging. How can I contact support? Our customer support page offers a number of ways that you can contact support. Please visit the Nokia website for further assistance. How do I fix touch sensitivity issues on my phone? Before performing any additional troubleshooting steps, please ensure that your product does not show any physical damage, has not been exposed to water, the screen is clean, and your fingers and hands are not wet or dirty. Please also remove any 3rd party screen protectors that you may have on the device as non Nokia branded screen protectors may decrease the touch sensitivity of the device. If none of these solutions resolve the issue that you are facing, please perform a hard reset back to factory settings. Please note: a hard reset will completely erase all the data, settings and content on your smartphone, returning it to the original factory settings. We strongly advise that you back up your device before a hard reset. Visit here to learn more about how to back up your smartphone remotely. To reset your smartphone and erase all its content, first make sure your phone is connected to a power source. We also recommend that your battery is at least 50% charged when you perform a hard reset. Press the volume up key and the power button simultaneously for about 30 seconds or until the root menu appears. Then choose the action you want to take from the root menu, in this case “Wipe data/factory reset”. Alternatively, you can also perform a hard reset by tapping Settings > Backup & Reset > Factory data reset > Reset phone > Erase everything.",112,3.6 out of 5 stars,https://m.media-amazon.com/images/I/81k8Mu2IyaS._AC_UY218_.jpg,N/A,G10,Unlocked,N/A,2G,512 GB
"SAMSUNG Galaxy S23 Ultra Cell Phone, Factory Unlocked Android Smartphone, 256GB, 200MP Camera, Night Mode, Long Battery Life, S Pen, US Version, 2023, Phantom Black","S Series has a legacy of pushing the boundaries of what a smartphone can do. And with Galaxy S23 Ultra, we’re raising that bar again. Galaxy S23 Ultra is more than the next big step in mobile tech. With the highest camera resolution on a phone and stunning Night Mode powered by Nightography, you can share those big moments no matter the lighting. Plus, with the fastest Snapdragon processor yet, juggle high-intensity games, multiple apps or video calls with ease. Write, sketch, edit, create and share from anywhere with a built-in S Pen. And do all of the above on an incredibly large display built for gaming, streaming, creating and doing. Enhance your day-to-day with a device that’s anything but ordinary and share the epic with Galaxy S23 Ultra. Whether you’re having a video meeting with your team or your friends, use Google Meet to start a video chat on your Tab** and then continue the call on your phone as you head out the door. *Based on average battery life under typical usage conditions. Average expected performance based on typical use. Actual battery life depends on factors such as network, features selected, frequency of calls, and voice, data, and other application usage patterns. Results may vary. **Requires devices to have One UI 2.5 or later. Must be logged into the same Google account and Google Meet app must be activated on each device.",999,4.4 out of 5 stars,https://m.media-amazon.com/images/I/71Sa3dqTqzL._AC_UY218_.jpg,N/A,Samsung Galaxy S23 Ultra,Unlocked for All Carriers,N/A,5G,256 GB
"SAMSUNG Galaxy S23 Ultra Cell Phone, Factory Unlocked Android Smartphone, 256GB, 200MP Camera, Night Mode, Long Battery Life, S Pen, Adaptive Display, US Version, 2023, Cream","S Series has a legacy of pushing the boundaries of what a smartphone can do. And with Galaxy S23 Ultra, we’re raising that bar again. Galaxy S23 Ultra is more than the next big step in mobile tech. With the highest camera resolution on a phone and stunning Night Mode powered by Nightography, you can share those big moments no matter the lighting. Plus, with the fastest Snapdragon processor yet, juggle high-intensity games, multiple apps or video calls with ease. Write, sketch, edit, create and share from anywhere with a built-in S Pen. And do all of the above on an incredibly large display built for gaming, streaming, creating and doing. Enhance your day-to-day with a device that’s anything but ordinary and share the epic with Galaxy S23 Ultra. Whether you’re having a video meeting with your team or your friends, use Google Meet to start a video chat on your Tab** and then continue the call on your phone as you head out the door. *Based on average battery life under typical usage conditions. Average expected performance based on typical use. Actual battery life depends on factors such as network, features selected, frequency of calls, and voice, data, and other application usage patterns. Results may vary. **Requires devices to have One UI 2.5 or later. Must be logged into the same Google account and Google Meet app must be activated on each device.",999,4.5 out of 5 stars,https://m.media-amazon.com/images/I/71nZ4-uixuL._AC_UY218_.jpg,N/A,Samsung Galaxy S23 Ultra,Unlocked for All Carriers,N/A,5G,256 GB
"SAMSUNG Galaxy Z Fold 4 Cell Phone, Factory Unlocked Android Smartphone, 512GB, Flex Mode, Hands Free Video, Multi Window View, Foldable Display, S Pen Compatible, US Version, 2022, Beige","Unfold your world and achieve next level productivity with Samsung Galaxy Z Fold4. This is the phone that holds its own so you can do two things at once. More screen means more doing. Launch multiple apps side by side with multi-window view. Maximize your viewing pleasure by unfolding your mobile phone into a tablet sized screen. It’s strong, sleek, and sturdy. Take on your day with the most reliable folding screen technology. Talk with friends while checking off your to-do list with hands-free video chat. Use S Pen* on your Galaxy Z Fold4 with ease. Write out notes, sketch things out and get more done on the go. See your apps as big as they should be. With app display optimization, numerous apps naturally fit the edge-to-edge screen. Experience the continuity of having your Galaxy Z Fold4 and Galaxy Watch completely in sync. Fold up your Galaxy Z Fold4 and keep listening to what you love with connected Galaxy Buds. Enjoy an uninterrupted screen with an under-display selfie camera. *Compatible with S Pen Fold Edition and S Pen Pro only, sold separately. Works with main display only. **Drag and drop functionality works with select applications.","1,469",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71DhIuzEemL._AC_UY218_.jpg,N/A,Galaxy Z Fold4,Unlocked for All Carriers,N/A,5G,512 GB
Google Pixel 6 – 5G Android Phone - Unlocked Smartphone with Wide and Ultrawide Lens - 128GB - Stormy Black,"Meet Pixel 6, the Google 5G cell phone that’s completely reimagined, inside and out.[1] Powered by the custom Google Tensor processor, it’s fast, smart, and secure. And it adapts to you. And it’s an unlocked Android smartphone, so you can choose the data plan and carrier that work for you.[1] [1] Works with all major carriers. Contact carrier for details. 5G service is carrier dependent. Requires a 5G data plan (sold separately). 5G service not available on all carrier networks or in all areas. Contact carrier for details. 5G service, speed and performance depend on many factors, including carrier network capabilities and signal strength. Actual results may vary. Some features not available in all areas. Data rates may apply. See g.co/pixel/networkinfo for info. [2] Compared to main rear camera on Pixel 5. [3] Magic Eraser may not work on all image elements. [4] Fast wired charging rates are based upon use of the Google 30W USB-C® Charger plugged into a wall outlet. Compatible with USB PD 3.0 PPS adapters. Actual results may be slower. Adapters sold separately.",398,4.3 out of 5 stars,https://m.media-amazon.com/images/I/61oQtjPpM-L._AC_UY218_.jpg,N/A,Pixel 6,Unlocked for All Carriers,N/A,"LTE, GSM, CDMA, HSPA, EVDO",128 GB
Google Pixel 4 - Just Black - 64GB - Unlocked,"Pixel 4 is the phone Made the Google way. So it’s built around the helpful Google software you know and love, that’s always getting better. 1) Learn more about Astrophotography on Pixel 4. 2) U.S only. English only. 3) Coming soon to Japan. Motion sense functional in the U.S., Canada, Singapore, Australia, Taiwan, and most European countries. Not all phone features are controlled by motion sense. 4) U.S. & Canada only. English only. 5) Approximate battery life based on a mix of talk, data, standby, mobile Hotspot and use of other features, with motion sense off and always on display off. Use of motion sense, an Active display or data usage will decrease battery life. Pixel 4 and 4 XL testing conducted in Mountain View, California in August 2019 on pre-production hardware and software. Actual results may vary. 6) Up to 10 W with Pixel 4 and Pixel 4 XL charging with Pixel Stand (Sold Separately). Actual results may vary.",N/A,4.2 out of 5 stars,https://m.media-amazon.com/images/I/713N4SwTtKL._AC_UY218_.jpg,N/A,Pixel 4,Unlocked,Just Black,LTE,64 GB
"Cat S22 Flip (16GB) 2.8"" Touchscreen, Android 11, IP68 Water Resistant, 4G LTE GSM (T-Mobile Unlocked for MetroPCS, Global) (Black)","Smartly simple: The Cat S22 Flip takes the cell phone back to what it should be… a phone. Made for those who want a device as simple to use as it is tough, the Cat S22 Flip features physical buttons and a large touch screen, letting you choose how you interact with it. The Cat S22 Flip’s ‘Snap it to End it’ calling gives you confidence that when it is closed the call is over. The modern flip: The Cat S22 Flip brings the worlds biggest operating system, AndroidFlippin' tough Engineered to the highest rugged standards, the Cat S22 Flip is everything you expect from a Cat phone, with the hinge alone is tested 150 thousand times. The Cat S22 flip features the same IP68 and MIL-SPEC 810H rating as our larger phones, meaning it can be dropped, dunked and washed regularly using the harshest of chemicals, bleaches and sanitizers. So you can wash it thoroughly and regularly, helping to keep you and those around you safe from germs. 11 (Go Edition) and its Play Store to the traditional cellphone design so you no longer have to choose between a conventional cellphone or a smartphone. Powerful speakers help you hear in the loudest of environments, and a larger battery keeps the Cat S22 Flip going, so no matter if you are a first responder on the front line or a farmer out in the field, the Cat S22 Flip is a phone you can depend on. Flippin' tough: Engineered to the highest rugged standards, the Cat S22 Flip is everything you expect from a Cat phone, with the hinge alone is tested 150 thousand times. The Cat S22 flip features the same IP68 and MIL-SPEC 810H rating as our larger phones, meaning it can be dropped, dunked and washed regularly using the harshest of chemicals, bleaches and sanitizers. So you can wash it thoroughly and regularly, helping to keep you and those around you safe from germs.",N/A,3.9 out of 5 stars,https://m.media-amazon.com/images/I/51q6trJOdJL._AC_UY218_.jpg,N/A,T-Mobile,4G,Black,Wi-Fi,Black
"SAMSUNG Galaxy S23 Ultra Cell Phone, Factory Unlocked Android Smartphone, 256GB, 200MP Camera, Night Mode, Long Battery Life, S Pen, US Version, 2023, Green","S Series has a legacy of pushing the boundaries of what a smartphone can do. And with Galaxy S23 Ultra, we’re raising that bar again. Galaxy S23 Ultra is more than the next big step in mobile tech. With the highest camera resolution on a phone and stunning Night Mode powered by Nightography, you can share those big moments no matter the lighting. Plus, with the fastest Snapdragon processor yet, juggle high-intensity games, multiple apps or video calls with ease. Write, sketch, edit, create and share from anywhere with a built-in S Pen. And do all of the above on an incredibly large display built for gaming, streaming, creating and doing. Enhance your day-to-day with a device that’s anything but ordinary and share the epic with Galaxy S23 Ultra. Whether you’re having a video meeting with your team or your friends, use Google Meet to start a video chat on your Tab** and then continue the call on your phone as you head out the door. *Based on average battery life under typical usage conditions. Average expected performance based on typical use. Actual battery life depends on factors such as network, features selected, frequency of calls, and voice, data, and other application usage patterns. Results may vary. **Requires devices to have One UI 2.5 or later. Must be logged into the same Google account and Google Meet app must be activated on each device.",999,4.6 out of 5 stars,https://m.media-amazon.com/images/I/71HtN4qqLZL._AC_UY218_.jpg,N/A,Samsung Galaxy S23 Ultra,Unlocked for All Carriers,N/A,5G,256 GB
OnePlus 11 5G | 8GB RAM+128GB | Dual-SIM | Titan Black | US Factory Unlocked Android Smartphone | 5000 mAh battery | 80W Fast charging | Hasselblad Camera | 120Hz Fluid Display | 4nm Processor,"The OnePlus 11 5G is our most capable device yet! An upgraded Snapdragon 8 Gen 2 chipset delivers improved gaming performance, energy efficiency, and image processing capabilities - with up to 16BG of RAM. Battery Health Engine improves health and longevity, while still delivering ultra-fast charging speeds with 80W SUPERVOOC. The OnePlus 11 features a powerful triple camera system with Hasselblad Ambient Photography, capable of producing pro-grade portraits & industry-leading color reproduction. With a stunning 6.7” display, the OnePlus 11 is an entertainment powerhouse, with a high-fidelity audio & visual experience. Your favorite alert slider, a new bold design, and blistering performance - meet The OnePlus 11 5G.",699,4.4 out of 5 stars,https://m.media-amazon.com/images/I/81fRAoUL-fL._AC_UY218_.jpg,N/A,OnePlus 11 5G,Unlocked for All Carriers,Titan Black,5G,128 GB
Google Pixel 6 Pro - 5G Android Phone - Unlocked Smartphone with Advanced Pixel Camera and Telephoto Lens - 128GB - Sorta Sunny,"Introducing Pixel 6 Pro, the completely redesigned, fully loaded Google 5G cell phone.[1] With a powerful camera system, next-gen security, and the custom Google Tensor processor, it’s the smartest and fastest Pixel yet.[2] And it’s an unlocked Android smartphone, so you can choose the data plan and carrier that work for you.[1] [1] Works with all major carriers. Contact carrier for details. 5G service is carrier dependent. Requires a 5G data plan (sold separately). 5G service not available on all carrier networks or in all areas. Contact carrier for details. 5G service, speed and performance depend on many factors, including carrier network capabilities and signal strength. Actual results may vary. Some features not available in all areas. Data rates may apply. See g.co/pixel/networkinfo for info. [2] Compared to Pixel 5. Based on internal CPU benchmark testing on pre-production devices. [3] Compared to main rear camera on Pixel 5. [4] Image simulated. Magic Eraser may not work on all image elements. [5] Deblurring may not work on all photos or videos with faces. [6] Fast wired charging rates are based upon use of the Google 30W USB-C® Charger plugged into a wall outlet. Compatible with USB PD 3.0 PPS adapters. Actual results may be slower. Adapters sold separately.",849,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71ee+5V4ZRL._AC_UY218_.jpg,N/A,Pixel 6 Pro,Unlocked for All Carriers,N/A,"GSM,CDMA,HSPA,EVDO,LTE",128 GB
"Nokia G100 | Verizon, T-Mobile, AT&T | Android 12 | Unlocked Smartphone | 2-Day Battery | US Version | 3/32GB | 6.52-Inch Screen | 13MP Triple Camera | Polar Night","Step into a world of entertainment with the Nokia G100. With a large 6.52” HD+ screen, edge-to-edge display and smoother graphics, it delivers crystal clear viewing in the great outdoors and the cozy indoors. It also comes with a battery to back it up, going up to 2-days on a single charge means you can enjoy more of what you love, for even longer. The triple rear camera includes a 13MP primary, a 5MP ultra-wide and a 2MP depth lens. Each is enhanced with AI powered night mode, so you capture all your shots with ease in even conditions. And with advanced security features, including side-mounted fingerprint sensor and face unlock, and optimized with the latest Android 12 and 4G speeds – this phone gives you everything you need, at a price you’ll love.",137,3.3 out of 5 stars,https://m.media-amazon.com/images/I/61+uV+vv6nL._AC_UY218_.jpg,N/A,G100,Unlocked for All Carriers,Polar Night,4G,3 GB
Nokia 6300 4G | Unlocked | Dual SIM | WiFi Hotspot | Social Apps | Google Maps and Assistant | Light Charcoal,"Say hello to Nokia 6300 4G – your conversation starter. Stay connected to everyone you love with WhatsApp and Facebook. Keep up with your top shows on YouTube and find your way with Google Maps – enjoy more streamlined experiences with speedy 4G. Plus, find answers, get information and reach out to friends with Google Assistant. All this powered to perform and packed into a durable polycarbonate shell so you can keep those chats going for longer. If your item is having issues connecting to your mobile network or your hotspot feature is not working as expected, please contact your carrier for assistance with network connections and hotspot activation. This device uses a nano SIM card. If you do not have a nano SIM card or your current SIM card does not fit this product, please contact your carrier for further assistance in getting a new SIM card. Compatibility: This device is designed to work with GSM carriers. This product will not support Verizon or Verizon subsidiaries. Please confirm compatibility with your chosen carrier before purchasing. For support with SIM card or network related issues, please contact your carrier for assistance in connecting your device to the chosen compatible network. Supported Network bands: 2G: 850 / 900 / 1800 /1900 3G: 850 / 900 / 1700(AWS) / 1900 / 2100 4G/LTE: 2, 3, 4, 5, 7, 12, 17, 28, 66, 71 Charging: This product is designed to be charged using the charging adapter and charging cable that are provided in the product box. Charging this device with any other charging adapter or cable may cause device malfunction. Please observe basic safety steps when charging this device and do not charge this product with malfunctioning or damaged equipment. Current Software Version: KaiOS Bluetooth Version/Range: 4.0 – 30’ Range FAQ How do I connect my phone to my carrier network? If your Nokia phone and network are compatible, place your SIM card in the SIM card tray found in the battery compartment. Once your SIM card has been inserted into the device, power on your phone and proceed through the product setup steps. If you are not able to connect to your network after finalizing the product setup, please contact your carrier support for additional assistance as every carrier has different steps to assist you in ensuring your product connects to their compatible network. How can I ensure other people hear me on my microphone? If you are experiencing microphone issues with your device and your product has a Google Assistant button, please ensure that the Google Assistant button is not stuck or dirty as this will cause the microphone to not function as intended. If the Google Assistant button is not obstructed, please ensure that there is no dirt or debris in the headphone port of your product. How can I turn up the volume to my speaker? Please ensure that there is no dirt or debris in the headphone port of your product. Why is my phone feeling warm, closing apps or occasionally slowing down? During extended operation, the device may feel warm. In most cases, this is normal. To avoid getting too warm, the device may automatically slow down, close apps, switch off charging, and if necessary, switch itself off. If the device is not working properly, please visit Nokia’s customer support website. They may recommend that you take your device to the nearest authorized service facility. My phone won’t charge. What should I do? First ensure the issue isn't with the power source or socket you're using - you can quickly check this by plugging your phone into a different outlet, then checking if it charges. If the socket is not the issue, try taking a closer look at the power cable or charging port on your phone, ensuring everything appears as it should. Then, try turning your phone off completely and plugging it into the socket - bear in mind if the battery is completely drained, it might take up to 2 or 3 minutes to start charging. How can I contact support? Our customer support page offers a number of ways that you can contact support. Please visit the Nokia website for further assistance. How do I fix button issues on my phone? Before performing any additional troubleshooting steps, please ensure that your product does not show any physical damage, has not been exposed to water, the screen is clean, and your fingers and hands are not wet or dirty.",69,3.6 out of 5 stars,https://m.media-amazon.com/images/I/61u374-jlJL._AC_UY218_.jpg,N/A,6300 4G,Unlocked,N/A,4G,4 GB
"Bicycle Phone Mount by Delta Cycle - Lockable Bike Phone Mount Handlebar Adjusts to Any Size Bar - Fits Any Phone Or iPhone Up to 3.5"" x 7.8"" - Easily Accessible Bike Phone Holder","There's nothing like the convenience of a hands-free smartphone attachment when you're on a bike ride. While still staying focused on your experience, the Delta Home & Cycle phone mount for the bike allows you to listen to music, take calls, and keep an eye on messages. Designed to accommodate all smartphones and cases, these phone mounts feature a sliding system that adjusts based upon the size, make, and model of your smartphone with or without a case. The Delta Home & Cycle cell phone holder for bike attaches to any bike, stroller golf cart, or shopping cart handlebars with a diameter up to 1 3/8” / 35 mm using a simple yet sturdy universal fit locking mechanism.",22,4.4 out of 5 stars,https://m.media-amazon.com/images/I/71+tp2Xuv+L._AC_UY218_.jpg,Delta Cycle & Home,N/A,N/A,XL Mount,N/A,N/A
BLU C5 | Unlocked | 5.0” Display | 16GB | 5MP Camera | US Warranty | Blue,N/A,N/A,3.4 out of 5 stars,https://m.media-amazon.com/images/I/71tg8kIGVUL._AC_UY218_.jpg,N/A,C5,Unlocked for All Carriers,N/A,"4G, 3G, 2G",16 GB
BLU G91S | 2022 | 4-Day Battery | Unlocked | 6.8” Full HD+ Display | 128GB | 48MP Triple Camera | US Version | US Warranty | Gray,N/A,N/A,3.9 out of 5 stars,https://m.media-amazon.com/images/I/81Ihsc96KNL._AC_UY218_.jpg,N/A,G91S,Unlocked for All Carriers,Gray,4G,128 GB
"Nokia 5.3 Fully Unlocked Smartphone with 6.55"" HD+ Screen, AI-Powered Quad Camera and Android 10, Cyan, 2020 (AT&T/T-Mobile/Cricket/Tracfone/Simple Mobile)","Go big with the Nokia 5.3 smartphone's epic-sized 6.55-inch HD+ display and incredible quad rear camera that captures stunning pictures even in low light, helps you select your best shot, and creates professional-looking portraits. Capture great detail with the quad camera's 13 MP main lens, get everything in the frame with the ultra-wide, 118-degree 5 MP lens, focus in on the tiniest details with the 2 MP macro lens, and create blurred bokeh images with the 2 MP depth sensor. Using AI technology, the Nokia 5.3 takes multiple photos with different lighting and exposure settings, and blends them into one perfect photograph. A front-facing 8 MP camera is great for selfies, and it features Biometric face recognition for quick, secure phone unlock. Stay in the game for longer thanks to the dynamic Qualcomm Snapdragon 665 processor's silky smooth graphics and AI-assisted Adaptive Battery that saves energy for the apps you use the most and stays charged for up to 2 days. Featuring Nokia's largest screen yet, the Nokia 5.3's HD+ screen with 20: 9 display ratio delivers a truly immersive experience while still fitting in your hand and your pocket. The Nokia 5.3 and Google Assistant utilize AI-powered machine learning to learn and adapt to you with every use, and the dedicated Google Assistant button makes it easy to ask questions, update calendars, check traffic, and more. Certified Android One, the Nokia 5.3 cell phone will receive two years of Android upgrades and three years of monthly security updates, ensuring your phone has the most up-to-date Android features. Loaded with Android 10 (and ready for Android 11), it also features 64 GB internal storage, MicroSD card support up to 512 GB, and WiFi and Bluetooth 5.0 connectivity. It comes with a charger, Micro USB cable, and quick start guide (SIM card not included). Compatible with GSM networks in the US, including AT&T, T-Mobile, Cricket, Tracfone, and Simple Mobile.",N/A,4.2 out of 5 stars,https://m.media-amazon.com/images/I/31CGbfSTdeL._AC_UY218_.jpg,N/A,5.3,Unlocked,N/A,4G,64 GB
"Total by Verizon BLU View 2, 32GB, Black - Prepaid Smartphone (Locked)","Introducing the BLU View 2, a smartphone packed with amazing features and powered by a battery-friendly quad core processor. Snap and share your favorite moments with a 13MP main camera and 8MP selfie camera. Enjoy crisp, clear colors on a gorgeous 5.5"" HD+ incell display and keep up with your content all day thanks to a 3,000mAh battery. Get a premium wireless experience without the premium price tag or costly long-term contracts with Unlimited talk, text & high-speed data plans from Total by Verizon that start at just $30/mo for a single line. Access the fastest speeds with Verizon and enjoy special perks like hotspot capability, international long-distance calling, and exclusive discounts, everything on the network America relies on. Plan Matrix and Rewards disclaimers: *Refer to the latest Terms and Conditions of Service at Total by Verizon Website. At 2G Speeds, the functionality of some data applications, such as streaming audio or video may be affected. If congested, customers may notice reduced speeds vs carrier postpaid customers. ‡ Refer to the latest Terms and Conditions of Service at Total by Verizon Website. If congested, customers may notice reduced speeds vs carrier postpaid customers. 5G access requires a 5G-capable device in a 5G coverage area. ≈The $50 Plan can use up to 10GB of non-sharable data per line for hotspot usage. Once 10GB Hotspot allotment has been exhausted, hotspot cannot be used until next plan cycle. Hotspot is only available on compatible 4G LTE and 5G devices. ≈The $60 Plan can use up to 20GB of non-sharable data per line for hotspot usage. Once 20GB Hotspot allotment has been exhausted, hotspot cannot be used until next plan cycle. Hotspot is only available on compatible 4G LTE and 5G devices. ≈Multi-Line Plans can use up to 10GB of non-sharable data per line for hotspot usage. Once 10GB Hotspot allotment has been exhausted for a line, hotspot cannot be used until next plan cycle. Hotspot is only available on compatible 4G LTE and 5G devices. ≈ The $30 and $40 plans can use their entire high speed data allotment for hotspot usage counted against existing high speed data allotment. Once high speed data allotment has been exhausted, hotspot cannot be used until next plan cycle. Hotspot is only available on compatible 4G LTE and 5G devices. ◊Unlimited Calls available to up to 15 unique international landline and mobile numbers in Canada and Mexico only, which reset each time a new plan is redeemed. Calls must originate from the US or Puerto Rico. No international roaming allowed. For personal use only. Other terms and conditions apply. ◊◊Unlimited Calls available to up to 5 countries of your choice, which reset each time a new plan is redeemed. International long distance service is available to select countries only, which are subject to change at any time. Calls must originate from the US or Puerto Rico. Roaming in Canada and Mexico only. For personal use only. Other terms and conditions apply. ◊◊◊Unlimited Calls available to 69 countries. International long distance service is available to select countries only, which are subject to change at any time. Calls must originate from the US or Puerto Rico. No international roaming allowed. For personal use only. Other terms and conditions apply. † Requires active service on Total by Verizon $60 Plan. You must remain on eligible Plan to retain Disney+ offer. Must be 18+. Total By Verizon reserves the right to cancel or modify this offer at any time. One offer per eligible Total by Verizon account. Standard Data usage applies when accessing Disney. See additional terms at Total by Verizon Website © 2023 Disney and its related entities. † $50, $85, $120, and $150 plan: Disney+ for up to 6 months from time of activation with Disney. Only available with active service for 6 consecutive months on $50, $85, $120 and $150 plans; your Disney+ promotional subscription will end on your Total by Verizon service end date and any remaining time in your promotional subscription will be lost. $60 plan: Disney+ included requires active service on $60 plan; you must remain on the eligible plan to retain Disney+ offer. Both offers: must be 18+. Total by Verizon reserves the right to cancel or modify this offer at any time. One promotion per Total by Verizon account. Standard data usage applies when accessing Disney+. See additional terms at Total by Verizon Website © 2023 Disney and its related entities **Reward Points can only be applied towards an eligible Total by Verizon plan when you accumulate the total amount of points needed. Reward Points have no cash value and cannot be transferred to another customer. Additional terms and conditions apply. Please refer always to the latest Terms and Conditions of Service at Total by Verizon Website.",29,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61qTWOAsIPL._AC_UY218_.jpg,N/A,BLU View 2,Verizon,BLACK,4G,32 GB
"OnePlus Nord N100 Midnight Frost Unlocked Smartphone, 4GB+64GB, US Version, Model BE2011","OnePlus Nord N100 comes with a big display, big battery, and big storage at an affordable price. It sports a 6.52” immersive display with the power of dual stereo speakers. For long battery life, OnePlus Nord 100 is powered by a 5000mAh battery and supports 18W fast charge. It also comes with 4GB of RAM with 64 GB of storage.",N/A,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71Ohi8iGSFS._AC_UY218_.jpg,N/A,OnePlus Nord N100,Unlocked,N/A,4G,64 GB
